Lever_position,Ship_speed_knots,Turbine_shaft_torque_kNm,Turbine_rpm,Generator_rpm,Starboard_propeller_torque_kN,Port_propeller_torque_kN,Turbine_exit_temperature_C,Compressor_inlet_temperature_C,Compressor_outlet_temperature_C,Turbine_exit_pressure_bar,Compressor_inlet_pressure_bar,Compressor_outlet_pressure_bar,Turbine_exhaust_gas_pressure_bar,Turbine_injecton_control_%,Fuel_mass_flow_kg/s,GT_kMc,GT_kMt
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,691.0,288.0,631.0,2.09,1.0,11.1,1.03,24.3,0.48,1.0,0.99
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,758.0,288.0,661.0,2.51,1.0,13.2,1.03,33.3,0.66,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,807.0,288.0,683.0,2.98,1.0,15.5,1.04,42.9,0.85,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,904.0,288.0,725.0,3.6,1.0,18.4,1.04,59.0,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.2,1.73,1.0,0.99
1.14,3.0,1370.0,1360.0,6630.0,7.98,7.98,470.0,288.0,545.0,1.14,1.0,6.1,1.02,5.59,0.1,1.0,0.99
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,571.0,288.0,575.0,1.39,1.0,7.46,1.02,11.7,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,625.0,288.0,601.0,1.66,1.0,8.89,1.02,16.5,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,690.0,288.0,631.0,2.09,1.0,11.1,1.03,24.3,0.48,1.0,0.99
1.14,3.0,1520.0,1370.0,6640.0,8.68,8.68,471.0,288.0,546.0,1.15,1.0,6.13,1.02,2.63,0.1,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,689.0,288.0,631.0,2.09,1.0,11.1,1.03,24.2,0.48,1.0,0.99
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,756.0,288.0,661.0,2.51,1.0,13.2,1.03,33.2,0.66,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,902.0,288.0,724.0,3.6,1.0,18.4,1.04,58.8,1.16,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.53,1.0,22.6,1.05,87.0,1.72,1.0,0.99
2.09,6.0,5800.0,1350.0,6760.0,23.1,23.1,575.0,288.0,564.0,1.29,1.0,6.94,1.02,21.8,0.24,1.0,1.0
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,569.0,288.0,575.0,1.39,1.0,7.45,1.02,11.6,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,623.0,288.0,601.0,1.66,1.0,8.87,1.02,16.4,0.33,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,688.0,288.0,631.0,2.09,1.0,11.0,1.03,24.2,0.48,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,755.0,288.0,661.0,2.51,1.0,13.2,1.03,33.1,0.66,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,901.0,288.0,724.0,3.59,1.0,18.4,1.04,58.7,1.16,1.0,1.0
2.09,6.0,5900.0,1350.0,6760.0,23.3,23.3,577.0,288.0,565.0,1.3,1.0,6.95,1.02,21.3,0.24,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,622.0,288.0,601.0,1.66,1.0,8.86,1.02,16.4,0.32,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,754.0,288.0,661.0,2.51,1.0,13.2,1.03,33.1,0.65,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,803.0,288.0,682.0,2.98,1.0,15.5,1.04,42.6,0.84,1.0,1.0
1.14,3.0,2550.0,1400.0,6670.0,10.5,10.5,497.0,288.0,551.0,1.19,1.0,6.35,1.02,0.21,0.13,1.0,1.0
2.09,6.0,5530.0,1350.0,6760.0,22.8,22.8,567.0,288.0,563.0,1.28,1.0,6.88,1.02,21.9,0.23,1.0,1.0
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,568.0,288.0,575.0,1.39,1.0,7.44,1.02,11.6,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,621.0,288.0,600.0,1.66,1.0,8.85,1.02,16.3,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,686.0,288.0,630.0,2.09,1.0,11.0,1.03,24.1,0.48,1.0,1.0
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,899.0,288.0,724.0,3.59,1.0,18.3,1.04,58.5,1.16,1.0,1.0
1.14,3.0,3610.0,1410.0,6680.0,10.9,10.9,527.0,288.0,556.0,1.23,1.0,6.56,1.02,0.0,0.16,1.0,1.0
2.09,6.0,5330.0,1350.0,6770.0,22.7,22.7,561.0,288.0,562.0,1.28,1.0,6.84,1.02,22.2,0.22,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,567.0,288.0,574.0,1.39,1.0,7.43,1.02,11.5,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,621.0,288.0,600.0,1.66,1.0,8.84,1.02,16.3,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,685.0,288.0,630.0,2.09,1.0,11.0,1.03,24.0,0.48,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,751.0,288.0,660.0,2.51,1.0,13.1,1.03,32.9,0.65,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,801.0,288.0,682.0,2.98,1.0,15.4,1.04,42.4,0.84,1.0,1.0
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.5,1.05,86.6,1.71,1.0,1.0
1.14,3.0,5460.0,1400.0,6670.0,10.2,10.2,579.0,288.0,563.0,1.29,1.0,6.88,1.02,0.67,0.23,1.0,1.0
2.09,6.0,5500.0,1350.0,6770.0,22.8,22.8,565.0,288.0,563.0,1.28,1.0,6.86,1.02,21.7,0.23,1.0,1.0
3.14,9.0,8380.0,1390.0,7070.0,60.3,60.3,566.0,288.0,574.0,1.39,1.0,7.42,1.02,11.5,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,620.0,288.0,600.0,1.66,1.0,8.84,1.02,16.3,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,685.0,288.0,630.0,2.09,1.0,11.0,1.03,24.0,0.47,1.0,1.0
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,750.0,288.0,660.0,2.51,1.0,13.1,1.03,32.8,0.65,1.0,1.0
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.5,1.05,86.5,1.71,1.0,1.0
1.14,3.0,6480.0,1340.0,6640.0,7.13,7.13,619.0,288.0,566.0,1.3,1.0,7.0,1.02,19.8,0.29,1.0,1.0
2.09,6.0,5420.0,1350.0,6770.0,22.7,22.7,562.0,288.0,562.0,1.28,1.0,6.84,1.02,22.0,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7740.0,114.0,114.0,619.0,288.0,600.0,1.66,1.0,8.83,1.02,16.2,0.32,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,684.0,288.0,630.0,2.09,1.0,11.0,1.03,23.9,0.47,1.0,1.0
9.3,27.0,72800.0,3560.0,9750.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.4,1.05,86.4,1.71,1.0,1.0
2.09,6.0,2950.0,1370.0,6720.0,27.4,27.4,499.0,288.0,556.0,1.21,1.0,6.55,1.02,4.87,0.13,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,640.0,288.0,604.0,1.67,1.0,9.05,1.02,17.3,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,707.0,288.0,634.0,2.09,1.0,11.3,1.03,25.3,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,776.0,288.0,665.0,2.52,1.0,13.4,1.03,34.5,0.68,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,773.0,4.56,1.0,23.1,1.05,88.9,1.76,1.0,0.98
2.09,6.0,2850.0,1370.0,6720.0,26.7,26.7,497.0,288.0,555.0,1.2,1.0,6.52,1.02,6.71,0.13,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,584.0,288.0,577.0,1.39,1.0,7.59,1.02,12.3,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,706.0,288.0,634.0,2.09,1.0,11.3,1.03,25.2,0.5,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,775.0,288.0,665.0,2.52,1.0,13.4,1.03,34.5,0.68,1.0,0.98
9.3,27.0,72800.0,3560.0,9720.0,645.0,645.0,1060.0,288.0,772.0,4.56,1.0,23.1,1.05,88.8,1.76,1.0,0.98
1.14,3.0,3290.0,1380.0,6610.0,9.05,9.05,539.0,288.0,557.0,1.22,1.0,6.61,1.02,7.48,0.18,1.0,0.98
2.09,6.0,2840.0,1370.0,6720.0,26.5,26.5,496.0,288.0,555.0,1.2,1.0,6.52,1.02,7.28,0.13,1.0,0.98
3.14,9.0,8370.0,1390.0,7010.0,60.3,60.3,583.0,288.0,577.0,1.39,1.0,7.58,1.02,12.2,0.24,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,821.0,288.0,685.0,2.99,1.0,15.8,1.04,44.1,0.87,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,919.0,288.0,727.0,3.61,1.0,18.8,1.04,60.4,1.2,1.0,0.98
1.14,3.0,3190.0,1380.0,6610.0,9.07,9.07,535.0,288.0,556.0,1.21,1.0,6.58,1.02,7.15,0.17,1.0,0.98
4.16,12.0,14700.0,1550.0,7690.0,114.0,114.0,637.0,288.0,603.0,1.67,1.0,9.02,1.02,17.1,0.34,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,820.0,288.0,685.0,2.99,1.0,15.8,1.04,44.0,0.87,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,772.0,4.55,1.0,23.0,1.05,88.6,1.75,1.0,0.98
1.14,3.0,4060.0,1370.0,6600.0,8.4,8.4,563.0,288.0,560.0,1.24,1.0,6.74,1.02,11.1,0.21,1.0,0.98
2.09,6.0,3140.0,1350.0,6720.0,23.4,23.4,512.0,288.0,556.0,1.21,1.0,6.55,1.02,17.4,0.15,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,581.0,288.0,577.0,1.39,1.0,7.57,1.02,12.2,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,636.0,288.0,603.0,1.67,1.0,9.02,1.02,17.1,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,703.0,288.0,633.0,2.09,1.0,11.2,1.03,25.0,0.5,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,581.0,288.0,577.0,1.39,1.0,7.56,1.02,12.1,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8450.0,175.0,175.0,702.0,288.0,633.0,2.09,1.0,11.2,1.03,25.0,0.49,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,770.0,288.0,664.0,2.52,1.0,13.4,1.03,34.2,0.68,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,916.0,288.0,726.0,3.61,1.0,18.7,1.04,60.1,1.19,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,772.0,4.55,1.0,23.0,1.05,88.4,1.75,1.0,0.98
1.14,3.0,3600.0,1380.0,6620.0,9.32,9.32,544.0,288.0,558.0,1.23,1.0,6.64,1.02,6.15,0.18,1.0,0.98
2.09,6.0,5630.0,1350.0,6720.0,22.8,22.8,582.0,288.0,565.0,1.29,1.0,7.0,1.02,22.8,0.24,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,635.0,288.0,603.0,1.67,1.0,9.0,1.02,17.0,0.34,1.0,0.98
6.18,18.0,29800.0,2310.0,8780.0,246.0,246.0,769.0,288.0,664.0,2.52,1.0,13.4,1.03,34.1,0.68,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,817.0,288.0,684.0,2.99,1.0,15.7,1.04,43.7,0.87,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,772.0,4.55,1.0,23.0,1.05,88.3,1.75,1.0,0.98
2.09,6.0,6070.0,1350.0,6730.0,23.4,23.4,592.0,288.0,567.0,1.3,1.0,7.07,1.02,21.6,0.26,1.0,0.98
3.14,9.0,8370.0,1390.0,7020.0,60.3,60.3,579.0,288.0,576.0,1.39,1.0,7.54,1.02,12.1,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,700.0,288.0,633.0,2.09,1.0,11.2,1.03,24.9,0.49,1.0,0.98
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,768.0,288.0,663.0,2.52,1.0,13.3,1.03,34.0,0.67,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,816.0,288.0,684.0,2.99,1.0,15.7,1.04,43.6,0.86,1.0,0.98
8.21,24.0,51000.0,3090.0,9290.0,438.0,438.0,914.0,288.0,726.0,3.61,1.0,18.6,1.04,59.9,1.19,1.0,0.98
1.14,3.0,3100.0,1380.0,6630.0,9.42,9.42,527.0,288.0,555.0,1.21,1.0,6.53,1.02,5.37,0.16,1.0,0.98
2.09,6.0,6630.0,1360.0,6730.0,24.9,24.9,604.0,288.0,569.0,1.32,1.0,7.17,1.02,18.4,0.27,1.0,0.98
4.16,12.0,14700.0,1550.0,7700.0,114.0,114.0,633.0,288.0,602.0,1.67,1.0,8.98,1.02,16.9,0.34,1.0,0.98
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,699.0,288.0,633.0,2.09,1.0,11.2,1.03,24.8,0.49,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,815.0,288.0,684.0,2.99,1.0,15.7,1.04,43.6,0.86,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,771.0,4.55,1.0,22.9,1.05,88.1,1.74,1.0,0.98
2.09,6.0,6830.0,1360.0,6740.0,25.7,25.7,606.0,288.0,570.0,1.33,1.0,7.2,1.02,16.2,0.27,1.0,0.98
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,578.0,288.0,576.0,1.39,1.0,7.53,1.02,12.0,0.24,1.0,0.98
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,698.0,288.0,632.0,2.09,1.0,11.2,1.03,24.8,0.49,1.0,0.98
7.15,21.0,39000.0,2680.0,9110.0,333.0,333.0,814.0,288.0,684.0,2.99,1.0,15.7,1.04,43.5,0.86,1.0,0.98
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,911.0,288.0,726.0,3.6,1.0,18.6,1.04,59.7,1.18,1.0,0.98
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1060.0,288.0,771.0,4.55,1.0,22.9,1.05,88.0,1.74,1.0,0.98
2.09,6.0,6920.0,1370.0,6740.0,26.4,26.4,607.0,288.0,570.0,1.33,1.0,7.21,1.02,14.5,0.27,1.0,0.99
3.14,9.0,8370.0,1390.0,7030.0,60.3,60.3,577.0,288.0,576.0,1.39,1.0,7.52,1.02,12.0,0.24,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,765.0,288.0,663.0,2.52,1.0,13.3,1.03,33.8,0.67,1.0,0.99
7.15,21.0,39000.0,2680.0,9110.0,332.0,332.0,813.0,288.0,684.0,2.99,1.0,15.7,1.04,43.4,0.86,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,910.0,288.0,725.0,3.6,1.0,18.6,1.04,59.6,1.18,1.0,0.99
2.09,6.0,6850.0,1360.0,6740.0,25.8,25.8,605.0,288.0,569.0,1.33,1.0,7.19,1.02,15.5,0.27,1.0,0.99
4.16,12.0,14700.0,1550.0,7710.0,114.0,114.0,630.0,288.0,602.0,1.67,1.0,8.95,1.02,16.8,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,696.0,288.0,632.0,2.09,1.0,11.1,1.03,24.6,0.49,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,764.0,288.0,663.0,2.52,1.0,13.3,1.03,33.7,0.67,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,333.0,333.0,812.0,288.0,684.0,2.99,1.0,15.6,1.04,43.3,0.86,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,909.0,288.0,725.0,3.6,1.0,18.6,1.04,59.5,1.18,1.0,0.99
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1050.0,288.0,771.0,4.54,1.0,22.8,1.05,87.7,1.74,1.0,0.99
2.09,6.0,6810.0,1360.0,6750.0,25.8,25.8,603.0,288.0,569.0,1.33,1.0,7.18,1.02,16.0,0.27,1.0,0.99
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,575.0,288.0,576.0,1.39,1.0,7.51,1.02,11.9,0.24,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,695.0,288.0,632.0,2.09,1.0,11.1,1.03,24.6,0.49,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,811.0,288.0,683.0,2.99,1.0,15.6,1.04,43.2,0.86,1.0,0.99
9.3,27.0,72800.0,3560.0,9730.0,645.0,645.0,1050.0,288.0,771.0,4.54,1.0,22.8,1.05,87.6,1.74,1.0,0.99
1.14,3.0,5090.0,1360.0,6620.0,8.15,8.15,586.0,288.0,563.0,1.27,1.0,6.86,1.02,12.7,0.24,1.0,0.99
2.09,6.0,6700.0,1360.0,6750.0,25.1,25.1,601.0,288.0,569.0,1.32,1.0,7.15,1.02,17.6,0.27,1.0,0.99
3.14,9.0,8370.0,1390.0,7040.0,60.3,60.3,574.0,288.0,576.0,1.39,1.0,7.5,1.02,11.9,0.24,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,694.0,288.0,632.0,2.09,1.0,11.1,1.03,24.5,0.49,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,762.0,288.0,662.0,2.52,1.0,13.3,1.03,33.6,0.67,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,810.0,288.0,683.0,2.99,1.0,15.6,1.04,43.2,0.86,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.8,1.05,87.5,1.73,1.0,0.99
2.09,6.0,6600.0,1360.0,6750.0,24.8,24.8,598.0,288.0,568.0,1.32,1.0,7.12,1.02,18.3,0.26,1.0,0.99
4.16,12.0,14700.0,1550.0,7710.0,114.0,114.0,628.0,288.0,601.0,1.66,1.0,8.93,1.02,16.7,0.33,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,761.0,288.0,662.0,2.51,1.0,13.2,1.03,33.5,0.66,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,809.0,288.0,683.0,2.99,1.0,15.6,1.04,43.1,0.85,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,906.0,288.0,725.0,3.6,1.0,18.5,1.04,59.2,1.17,1.0,0.99
1.14,3.0,3870.0,1340.0,6610.0,6.99,6.99,557.0,288.0,557.0,1.23,1.0,6.61,1.02,21.1,0.21,1.0,0.99
2.09,6.0,6330.0,1350.0,6750.0,24.1,24.1,591.0,288.0,567.0,1.31,1.0,7.06,1.02,19.7,0.26,1.0,0.99
3.14,9.0,8380.0,1390.0,7040.0,60.3,60.3,573.0,288.0,575.0,1.39,1.0,7.49,1.02,11.8,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,627.0,288.0,601.0,1.66,1.0,8.92,1.02,16.6,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8460.0,175.0,175.0,692.0,288.0,631.0,2.09,1.0,11.1,1.03,24.4,0.48,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,759.0,288.0,662.0,2.51,1.0,13.2,1.03,33.5,0.66,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,905.0,288.0,725.0,3.6,1.0,18.5,1.04,59.1,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.3,1.73,1.0,0.99
1.14,3.0,3050.0,1340.0,6610.0,6.81,6.81,534.0,288.0,554.0,1.2,1.0,6.45,1.02,21.4,0.19,1.0,0.99
2.09,6.0,6350.0,1350.0,6750.0,24.1,24.1,591.0,288.0,567.0,1.31,1.0,7.06,1.02,19.7,0.26,1.0,0.99
3.14,9.0,8380.0,1390.0,7050.0,60.3,60.3,572.0,288.0,575.0,1.39,1.0,7.48,1.02,11.8,0.23,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,626.0,288.0,601.0,1.66,1.0,8.91,1.02,16.6,0.33,1.0,0.99
6.18,18.0,29800.0,2310.0,8790.0,246.0,246.0,758.0,288.0,661.0,2.51,1.0,13.2,1.03,33.4,0.66,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,807.0,288.0,683.0,2.99,1.0,15.6,1.04,42.9,0.85,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,904.0,288.0,724.0,3.6,1.0,18.5,1.04,59.0,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.2,1.73,1.0,0.99
1.14,3.0,1860.0,1340.0,6620.0,7.07,7.07,494.0,288.0,548.0,1.16,1.0,6.21,1.02,16.4,0.14,1.0,0.99
2.09,6.0,6080.0,1350.0,6750.0,23.6,23.6,584.0,288.0,566.0,1.3,1.0,7.01,1.02,20.8,0.25,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,625.0,288.0,601.0,1.66,1.0,8.9,1.02,16.5,0.33,1.0,0.99
6.18,18.0,29800.0,2310.0,8800.0,246.0,246.0,757.0,288.0,661.0,2.51,1.0,13.2,1.03,33.3,0.66,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,806.0,288.0,683.0,2.99,1.0,15.5,1.04,42.8,0.85,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,903.0,288.0,724.0,3.6,1.0,18.4,1.04,58.9,1.17,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.7,1.05,87.1,1.72,1.0,0.99
2.09,6.0,6030.0,1350.0,6750.0,23.5,23.5,582.0,288.0,565.0,1.3,1.0,6.99,1.02,21.0,0.25,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,624.0,288.0,601.0,1.66,1.0,8.89,1.02,16.5,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,690.0,288.0,631.0,2.09,1.0,11.1,1.03,24.3,0.48,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,805.0,288.0,682.0,2.98,1.0,15.5,1.04,42.8,0.85,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.54,1.0,22.6,1.05,87.0,1.72,1.0,0.99
1.14,3.0,1380.0,1360.0,6630.0,8.08,8.08,469.0,288.0,545.0,1.14,1.0,6.1,1.02,4.55,0.1,1.0,0.99
2.09,6.0,5710.0,1350.0,6750.0,23.0,23.0,574.0,288.0,564.0,1.29,1.0,6.93,1.02,21.9,0.24,1.0,0.99
4.16,12.0,14700.0,1550.0,7720.0,114.0,114.0,624.0,288.0,601.0,1.66,1.0,8.88,1.02,16.5,0.33,1.0,0.99
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,689.0,288.0,631.0,2.09,1.0,11.1,1.03,24.2,0.48,1.0,0.99
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,804.0,288.0,682.0,2.98,1.0,15.5,1.04,42.7,0.85,1.0,0.99
8.21,24.0,51000.0,3090.0,9300.0,438.0,438.0,901.0,288.0,724.0,3.6,1.0,18.4,1.04,58.8,1.16,1.0,0.99
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,770.0,4.53,1.0,22.6,1.05,86.9,1.72,1.0,0.99
2.09,6.0,5620.0,1350.0,6760.0,22.9,22.9,571.0,288.0,564.0,1.29,1.0,6.91,1.02,21.9,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,623.0,288.0,601.0,1.66,1.0,8.87,1.02,16.4,0.33,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,803.0,288.0,682.0,2.98,1.0,15.5,1.04,42.6,0.84,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1050.0,288.0,769.0,4.53,1.0,22.6,1.05,86.8,1.72,1.0,1.0
1.14,3.0,1920.0,1390.0,6660.0,9.64,9.64,480.0,288.0,548.0,1.17,1.0,6.21,1.02,1.36,0.11,1.0,1.0
2.09,6.0,5460.0,1350.0,6760.0,22.7,22.7,566.0,288.0,563.0,1.28,1.0,6.87,1.02,22.1,0.23,1.0,1.0
5.14,15.0,21600.0,1920.0,8470.0,175.0,175.0,687.0,288.0,630.0,2.09,1.0,11.0,1.03,24.1,0.48,1.0,1.0
7.15,21.0,39000.0,2680.0,9120.0,332.0,332.0,802.0,288.0,682.0,2.98,1.0,15.5,1.04,42.5,0.84,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.6,1.05,86.7,1.72,1.0,1.0
1.14,3.0,2320.0,1400.0,6670.0,10.2,10.2,490.0,288.0,550.0,1.18,1.0,6.3,1.02,0.6,0.12,1.0,1.0
3.14,9.0,8380.0,1390.0,7060.0,60.3,60.3,567.0,288.0,574.0,1.39,1.0,7.44,1.02,11.6,0.23,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,621.0,288.0,600.0,1.66,1.0,8.85,1.02,16.3,0.32,1.0,1.0
9.3,27.0,72800.0,3560.0,9740.0,645.0,645.0,1040.0,288.0,769.0,4.53,1.0,22.5,1.05,86.6,1.71,1.0,1.0
1.14,3.0,2860.0,1410.0,6670.0,10.7,10.7,505.0,288.0,552.0,1.2,1.0,6.41,1.02,0.01,0.14,1.0,1.0
2.09,6.0,5040.0,1340.0,6760.0,22.4,22.4,554.0,288.0,561.0,1.27,1.0,6.78,1.02,22.2,0.22,1.0,1.0
4.16,12.0,14700.0,1550.0,7730.0,114.0,114.0,620.0,288.0,600.0,1.66,1.0,8.85,1.02,16.3,0.32,1.0,1.0
