,Turbine_exit_pressure_bar,Turbine_exit_temperature_C,Ship_speed_knots,output_power
5797,1.14,483.0,3.0,202.16148725850317
5798,1.33,603.0,6.0,1001.4769061113542
5799,1.66,630.0,12.0,2386.039620401448
5800,1.13,470.0,3.0,173.7510176945395
5801,1.66,630.0,12.0,2386.039620401448
5802,2.09,695.0,15.0,4342.937684322529
5803,2.51,762.0,18.0,7208.698502927139
5804,3.6,909.0,24.0,16502.78620930718
5805,1.14,468.0,3.0,182.20190193269602
5806,1.33,603.0,6.0,999.9584696621191
5807,1.39,575.0,9.0,1219.7966515848211
5808,1.66,629.0,12.0,2386.039620401448
5809,4.53,1060.0,27.0,27140.00949485198
5810,1.15,472.0,3.0,213.8796278563931
5811,1.39,574.0,9.0,1219.7966515848211
5812,1.66,628.0,12.0,2386.039620401448
5813,3.59,907.0,24.0,16502.78620930718
5814,4.53,1050.0,27.0,27140.00949485198
5815,1.39,573.0,9.0,1219.7966515848211
5816,2.09,693.0,15.0,4342.937684322529
5817,2.51,759.0,18.0,7208.698502927139
5818,2.98,809.0,21.0,10945.308805106837
5819,3.59,906.0,24.0,16502.78620930718
5820,1.2,505.0,3.0,395.71501064617036
5821,1.39,572.0,9.0,1219.7966515848211
5822,2.51,758.0,18.0,7208.698502927139
5823,1.33,601.0,6.0,995.6544877267011
5824,1.39,572.0,9.0,1219.7966515848211
5825,1.66,625.0,12.0,2386.039620401448
5826,2.51,757.0,18.0,7208.698502927139
5827,3.59,904.0,24.0,16502.78620930718
5828,4.53,1050.0,27.0,27140.00949485198
5829,1.32,614.0,3.0,942.2264686646507
5830,1.39,571.0,9.0,1219.7966515848211
5831,1.66,624.0,12.0,2386.039620401448
5832,2.09,690.0,15.0,4342.937684322529
5833,3.59,903.0,24.0,16502.78620930718
5834,1.33,598.0,6.0,989.9158451461437
5835,1.39,570.0,9.0,1219.7966515848211
5836,1.66,624.0,12.0,2386.039620401448
5837,2.09,689.0,15.0,4342.937684322529
5838,2.51,755.0,18.0,7208.698502927139
5839,2.98,805.0,21.0,10945.308805106837
5840,3.59,902.0,24.0,16502.78620930718
5841,4.52,1050.0,27.0,27140.00949485198
5842,1.12,470.0,3.0,135.0989560798731
5843,1.32,595.0,6.0,957.0547859895946
5844,1.39,569.0,9.0,1219.7966515848211
5845,1.66,623.0,12.0,2386.039620401448
5846,2.09,688.0,15.0,4342.937684322529
5847,3.59,901.0,24.0,16502.78620930718
5848,4.52,1050.0,27.0,27140.00949485198
5849,1.12,448.0,3.0,118.3500784460347
5850,1.39,568.0,9.0,1219.7966515848211
5851,2.51,753.0,18.0,7208.698502927139
5852,1.14,459.0,3.0,182.08671020206438
5853,1.31,589.0,6.0,927.1468239274197
5854,1.66,621.0,12.0,2386.039620401448
5855,2.09,686.0,15.0,4342.937684322529
5856,2.98,802.0,21.0,10945.308805106837
5857,3.59,899.0,24.0,16502.78620930718
5858,4.52,1050.0,27.0,27140.00949485198
5859,1.2,539.0,3.0,427.2566008882119
5860,1.32,598.0,6.0,938.8649645253096
5861,1.39,587.0,9.0,1218.3410469886576
5862,1.67,642.0,12.0,2386.039620401448
5863,2.09,709.0,15.0,4342.937684322529
5864,2.52,778.0,18.0,7208.698502927139
5865,3.61,924.0,24.0,16502.78620930718
5866,1.31,578.0,6.0,845.7062703708604
5867,1.39,586.0,9.0,1218.3410469886576
5868,2.99,826.0,21.0,10945.308805106837
5869,4.55,1070.0,27.0,27140.00949485198
5870,1.29,564.0,6.0,781.4188127029012
5871,1.39,585.0,9.0,1218.3410469886576
5872,1.39,584.0,9.0,1218.3410469886576
5873,1.67,640.0,12.0,2386.039620401448
5874,2.52,775.0,18.0,7208.698502927139
5875,2.99,824.0,21.0,10945.308805106837
5876,3.6,921.0,24.0,16502.78620930718
5877,1.25,579.0,3.0,639.4607126626905
5878,1.3,568.0,6.0,806.4049462744521
5879,2.09,705.0,15.0,4342.937684322529
5880,2.52,774.0,18.0,7208.698502927139
5881,2.99,823.0,21.0,10945.308805106837
5882,4.55,1060.0,27.0,27140.00949485198
5883,1.39,583.0,9.0,1218.3410469886576
5884,2.52,773.0,18.0,7208.698502927139
5885,3.6,919.0,24.0,16502.78620930718
5886,4.54,1060.0,27.0,27140.00949485198
5887,1.26,574.0,3.0,660.4256076376464
5888,1.31,582.0,6.0,886.4631990634318
5889,1.39,582.0,9.0,1218.3410469886576
5890,2.09,703.0,15.0,4342.937684322529
5891,2.99,820.0,21.0,10945.308805106837
5892,3.6,918.0,24.0,16502.78620930718
5893,1.39,581.0,9.0,1218.3410469886576
5894,1.67,636.0,12.0,2386.039620401448
5895,2.09,703.0,15.0,4342.937684322529
5896,2.52,771.0,18.0,7208.698502927139
5897,3.6,917.0,24.0,16502.78620930718
5898,4.54,1060.0,27.0,27140.00949485198
5899,1.26,570.0,3.0,651.7548119137385
5900,1.39,580.0,9.0,1218.3410469886576
5901,1.66,635.0,12.0,2386.039620401448
5902,2.09,702.0,15.0,4342.937684322529
5903,2.51,770.0,18.0,7208.698502927139
5904,2.99,818.0,21.0,10945.308805106837
5905,1.27,585.0,3.0,728.3468408082575
5906,1.39,580.0,9.0,1219.7966515848211
5907,2.99,817.0,21.0,10945.308805106837
5908,3.6,915.0,24.0,16502.78620930718
5909,4.54,1060.0,27.0,27140.00949485198
5910,1.27,595.0,3.0,747.6990515543708
5911,1.39,579.0,9.0,1219.7966515848211
5912,1.66,633.0,12.0,2386.039620401448
5913,2.09,700.0,15.0,4342.937684322529
5914,2.99,816.0,21.0,10945.308805106837
5915,3.6,914.0,24.0,16502.78620930718
5916,4.54,1060.0,27.0,27140.00949485198
5917,1.27,592.0,3.0,713.9269305282804
5918,1.39,578.0,9.0,1219.7966515848211
5919,2.09,699.0,15.0,4342.937684322529
5920,3.6,913.0,24.0,16502.78620930718
5921,1.23,567.0,3.0,565.5076215971867
5922,1.39,577.0,9.0,1219.7966515848211
5923,1.66,632.0,12.0,2386.039620401448
5924,2.09,698.0,15.0,4342.937684322529
5925,2.51,765.0,18.0,7208.698502927139
5926,3.6,911.0,24.0,16502.78620930718
5927,1.39,577.0,9.0,1219.7966515848211
5928,1.66,631.0,12.0,2386.039620401448
5929,2.09,697.0,15.0,4342.937684322529
5930,2.51,764.0,18.0,7208.698502927139
5931,2.98,813.0,21.0,10945.308805106837
5932,3.6,910.0,24.0,16502.78620930718
5933,4.54,1060.0,27.0,27140.00949485198
5934,1.17,509.0,3.0,300.2943697811363
5935,1.33,603.0,6.0,1001.4769061113542
5936,1.39,576.0,9.0,1219.7966515848211
5937,1.66,630.0,12.0,2386.039620401448
5938,2.09,696.0,15.0,4342.937684322529
5939,3.6,909.0,24.0,16502.78620930718
5940,4.53,1060.0,27.0,27140.00949485198
5941,1.33,603.0,6.0,1004.3671713526568
5942,1.66,629.0,12.0,2386.039620401448
5943,3.6,908.0,24.0,16502.78620930718
5944,1.14,469.0,3.0,180.87196104267636
5945,1.39,574.0,9.0,1219.7966515848211
5946,1.66,628.0,12.0,2386.039620401448
5947,2.51,761.0,18.0,7208.698502927139
5948,2.98,810.0,21.0,10945.308805106837
5949,3.6,907.0,24.0,16502.78620930718
5950,1.15,472.0,3.0,206.59113290006476
5951,2.51,760.0,18.0,7208.698502927139
5952,3.59,906.0,24.0,16502.78620930718
5953,4.53,1050.0,27.0,27140.00949485198
5954,1.33,600.0,6.0,971.2966726858683
5955,1.39,573.0,9.0,1219.7966515848211
5956,1.66,627.0,12.0,2386.039620401448
5957,2.09,692.0,15.0,4342.937684322529
5958,3.59,905.0,24.0,16502.78620930718
5959,4.53,1050.0,27.0,27140.00949485198
5960,1.17,487.0,3.0,306.4100034801245
5961,1.66,626.0,12.0,2386.039620401448
5962,2.09,691.0,15.0,4342.937684322529
5963,2.98,807.0,21.0,10945.308805106837
5964,1.33,600.0,6.0,987.046523855865
5965,1.39,571.0,9.0,1219.7966515848211
5966,1.66,625.0,12.0,2386.039620401448
5967,2.51,757.0,18.0,7208.698502927139
5968,3.59,903.0,24.0,16502.78620930718
5969,1.26,554.0,3.0,657.0641034983053
5970,1.66,624.0,12.0,2386.039620401448
5971,2.09,689.0,15.0,4342.937684322529
5972,2.51,756.0,18.0,7208.698502927139
5973,2.98,805.0,21.0,10945.308805106837
5974,3.59,902.0,24.0,16502.78620930718
5975,1.32,594.0,6.0,945.6612766325757
5976,1.39,570.0,9.0,1219.7966515848211
5977,2.09,688.0,15.0,4342.937684322529
5978,2.51,754.0,18.0,7208.698502927139
5979,3.59,901.0,24.0,16502.78620930718
5980,4.52,1050.0,27.0,27140.00949485198
5981,1.21,551.0,3.0,485.1875694204076
5982,2.09,687.0,15.0,4342.937684322529
5983,2.51,753.0,18.0,7208.698502927139
5984,3.59,900.0,24.0,16502.78620930718
5985,1.31,588.0,6.0,917.1775032400282
5986,1.39,568.0,9.0,1219.7966515848211
5987,2.51,752.0,18.0,7208.698502927139
5988,3.59,899.0,24.0,16502.78620930718
5989,4.52,1050.0,27.0,27140.00949485198
5990,1.31,586.0,6.0,912.9049372311462
5991,1.39,567.0,9.0,1219.7966515848211
5992,1.66,621.0,12.0,2386.039620401448
5993,2.09,686.0,15.0,4342.937684322529
5994,2.51,751.0,18.0,7208.698502927139
5995,2.98,801.0,21.0,10945.308805106837
5996,4.52,1050.0,27.0,27140.00949485198
5997,1.22,552.0,3.0,489.9209023518163
5998,1.34,618.0,6.0,1005.6971122426766
5999,2.09,709.0,15.0,4342.937684322529
6000,2.52,778.0,18.0,7208.698502927139
6001,1.24,569.0,3.0,591.0801857974076
6002,1.34,615.0,6.0,1008.7025692146108
6003,1.39,586.0,9.0,1218.3410469886576
6004,1.67,641.0,12.0,2386.039620401448
6005,2.09,708.0,15.0,4342.937684322529
6006,2.52,777.0,18.0,7208.698502927139
6007,4.55,1070.0,27.0,27140.00949485198
6008,1.33,600.0,6.0,956.332219679269
6009,1.39,585.0,9.0,1218.3410469886576
6010,1.67,640.0,12.0,2386.039620401448
6011,2.09,707.0,15.0,4342.937684322529
6012,2.99,824.0,21.0,10945.308805106837
6013,3.61,921.0,24.0,16502.78620930718
6014,4.55,1070.0,27.0,27140.00949485198
6015,1.32,591.0,6.0,921.3977093713504
6016,1.39,584.0,9.0,1218.3410469886576
6017,1.67,639.0,12.0,2386.039620401448
6018,2.99,823.0,21.0,10945.308805106837
6019,3.61,920.0,24.0,16502.78620930718
6020,4.55,1060.0,27.0,27140.00949485198
6021,1.25,575.0,3.0,641.2933083772845
6022,1.31,574.0,6.0,839.8838519862073
6023,1.67,638.0,12.0,2386.039620401448
6024,2.09,705.0,15.0,4342.937684322529
6025,2.52,773.0,18.0,7208.698502927139
6026,2.99,822.0,21.0,10945.308805106837
6027,3.6,919.0,24.0,16502.78620930718
6028,4.55,1060.0,27.0,27140.00949485198
6029,1.32,584.0,6.0,895.1968266404115
6030,2.09,704.0,15.0,4342.937684322529
6031,2.52,772.0,18.0,7208.698502927139
6032,2.99,821.0,21.0,10945.308805106837
6033,3.6,918.0,24.0,16502.78620930718
6034,4.55,1060.0,27.0,27140.00949485198
6035,1.39,582.0,9.0,1218.3410469886576
6036,1.67,636.0,12.0,2386.039620401448
6037,2.09,703.0,15.0,4342.937684322529
6038,3.6,917.0,24.0,16502.78620930718
6039,4.54,1060.0,27.0,27140.00949485198
6040,1.26,573.0,3.0,661.8707402582976
6041,1.32,592.0,6.0,941.7761737176363
6042,1.39,581.0,9.0,1218.3410469886576
6043,1.67,636.0,12.0,2386.039620401448
6044,2.09,702.0,15.0,4342.937684322529
6045,2.52,770.0,18.0,7208.698502927139
6046,2.99,819.0,21.0,10945.308805106837
6047,3.6,916.0,24.0,16502.78620930718
6048,1.25,559.0,3.0,604.0759074077573
6049,1.39,580.0,9.0,1218.3410469886576
6050,2.09,701.0,15.0,4342.937684322529
6051,3.6,915.0,24.0,16502.78620930718
6052,1.33,597.0,6.0,970.8882656409015
6053,1.39,579.0,9.0,1218.3410469886576
6054,2.09,700.0,15.0,4342.937684322529
6055,2.51,768.0,18.0,7208.698502927139
6056,2.99,817.0,21.0,10945.308805106837
6057,3.6,914.0,24.0,16502.78620930718
6058,4.54,1060.0,27.0,27140.00949485198
6059,1.33,605.0,6.0,1001.4769061113542
6060,1.39,578.0,9.0,1218.3410469886576
6061,1.66,633.0,12.0,2386.039620401448
6062,2.09,699.0,15.0,4342.937684322529
6063,2.51,767.0,18.0,7208.698502927139
6064,2.99,816.0,21.0,10945.308805106837
6065,3.6,913.0,24.0,16502.78620930718
6066,1.33,601.0,6.0,988.4707125254924
6067,1.39,578.0,9.0,1219.7966515848211
6068,2.09,698.0,15.0,4342.937684322529
6069,2.51,766.0,18.0,7208.698502927139
6070,2.99,815.0,21.0,10945.308805106837
6071,3.6,912.0,24.0,16502.78620930718
6072,4.54,1060.0,27.0,27140.00949485198
6073,1.33,604.0,6.0,1002.9220387320055
6074,1.39,577.0,9.0,1219.7966515848211
6075,1.66,631.0,12.0,2386.039620401448
6076,2.09,697.0,15.0,4342.937684322529
6077,2.51,765.0,18.0,7208.698502927139
6078,2.99,814.0,21.0,10945.308805106837
6079,3.6,911.0,24.0,16502.78620930718
6080,4.54,1060.0,27.0,27140.00949485198
6081,1.22,556.0,3.0,516.3940564460662
6082,1.33,604.0,6.0,1004.3671713526568
6083,2.09,696.0,15.0,4342.937684322529
6084,2.99,813.0,21.0,10945.308805106837
6085,4.54,1060.0,27.0,27140.00949485198
6086,1.39,575.0,9.0,1219.7966515848211
6087,1.66,630.0,12.0,2386.039620401448
6088,2.51,763.0,18.0,7208.698502927139
6089,3.6,909.0,24.0,16502.78620930718
6090,4.54,1060.0,27.0,27140.00949485198
6091,1.15,485.0,3.0,217.71237089377266
6092,1.39,575.0,9.0,1219.7966515848211
6093,2.09,694.0,15.0,4342.937684322529
6094,2.51,761.0,18.0,7208.698502927139
6095,2.98,811.0,21.0,10945.308805106837
6096,4.53,1050.0,27.0,27140.00949485198
6097,1.33,604.0,6.0,998.5238090169796
6098,1.66,628.0,12.0,2386.039620401448
6099,2.98,810.0,21.0,10945.308805106837
6100,4.53,1050.0,27.0,27140.00949485198
6101,1.66,627.0,12.0,2386.039620401448
6102,2.51,759.0,18.0,7208.698502927139
6103,4.53,1050.0,27.0,27140.00949485198
6104,1.33,600.0,6.0,974.1450500251232
6105,1.39,572.0,9.0,1219.7966515848211
6106,1.66,626.0,12.0,2386.039620401448
6107,3.59,905.0,24.0,16502.78620930718
6108,4.53,1050.0,27.0,27140.00949485198
6109,1.17,483.0,3.0,283.8428962518378
6110,1.32,597.0,6.0,957.0547859895946
6111,1.39,571.0,9.0,1219.7966515848211
6112,1.66,625.0,12.0,2386.039620401448
6113,2.98,807.0,21.0,10945.308805106837
6114,4.53,1050.0,27.0,27140.00949485198
6115,1.32,596.0,6.0,952.7822199807125
6116,1.66,624.0,12.0,2386.039620401448
6117,2.51,756.0,18.0,7208.698502927139
6118,2.98,806.0,21.0,10945.308805106837
6119,3.59,903.0,24.0,16502.78620930718
6120,4.53,1050.0,27.0,27140.00949485198
6121,1.22,520.0,3.0,482.83137493021536
6122,1.32,592.0,6.0,934.2677672755567
6123,1.66,624.0,12.0,2386.039620401448
6124,2.09,689.0,15.0,4342.937684322529
6125,2.51,755.0,18.0,7208.698502927139
6126,3.59,902.0,24.0,16502.78620930718
6127,4.53,1050.0,27.0,27140.00949485198
6128,1.28,576.0,3.0,768.2241235578242
6129,1.32,592.0,6.0,938.5403332844388
6130,1.39,569.0,9.0,1219.7966515848211
6131,2.09,688.0,15.0,4342.937684322529
6132,2.51,754.0,18.0,7208.698502927139
6133,3.59,900.0,24.0,16502.78620930718
6134,4.53,1050.0,27.0,27140.00949485198
6135,1.31,586.0,6.0,893.4689506809372
6136,1.39,568.0,9.0,1219.7966515848211
6137,1.66,622.0,12.0,2386.039620401448
6138,2.09,687.0,15.0,4342.937684322529
6139,2.98,803.0,21.0,10945.308805106837
6140,3.59,899.0,24.0,16502.78620930718
6141,4.52,1050.0,27.0,27140.00949485198
6142,1.31,583.0,6.0,879.3317837397832
6143,2.09,686.0,15.0,4342.937684322529
6144,2.98,802.0,21.0,10945.308805106837
6145,1.11,442.0,3.0,82.27831159751669
6146,1.31,584.0,6.0,890.6415172927065
6147,2.09,685.0,15.0,4342.937684322529
6148,3.59,897.0,24.0,16502.78620930718
6149,4.52,1050.0,27.0,27140.00949485198
6150,1.22,546.0,3.0,497.1256215040488
6151,1.28,579.0,6.0,736.7034772668065
6152,1.67,641.0,12.0,2386.039620401448
6153,2.09,708.0,15.0,4342.937684322529
6154,2.52,777.0,18.0,7208.698502927139
6155,2.99,825.0,21.0,10945.308805106837
6156,3.61,923.0,24.0,16502.78620930718
6157,4.55,1070.0,27.0,27140.00949485198
6158,1.31,606.0,6.0,901.9512508456296
6159,1.67,640.0,12.0,2386.039620401448
6160,2.09,707.0,15.0,4342.937684322529
6161,2.52,776.0,18.0,7208.698502927139
6162,3.61,922.0,24.0,16502.78620930718
6163,1.22,547.0,3.0,511.57694771056185
6164,1.33,616.0,6.0,997.0891483718403
6165,1.39,584.0,9.0,1218.3410469886576
6166,1.67,640.0,12.0,2386.039620401448
6167,2.99,823.0,21.0,10945.308805106837
6168,3.61,921.0,24.0,16502.78620930718
6169,4.55,1060.0,27.0,27140.00949485198
6170,1.34,612.0,6.0,1005.8123039733081
6171,1.67,639.0,12.0,2386.039620401448
6172,2.99,822.0,21.0,10945.308805106837
6173,3.61,920.0,24.0,16502.78620930718
6174,4.55,1060.0,27.0,27140.00949485198
6175,1.24,563.0,3.0,599.7300375702915
6176,1.39,583.0,9.0,1218.3410469886576
6177,2.09,704.0,15.0,4342.937684322529
6178,2.52,773.0,18.0,7208.698502927139
6179,2.99,821.0,21.0,10945.308805106837
6180,3.61,919.0,24.0,16502.78620930718
6181,1.24,562.0,3.0,598.2849049496401
6182,1.39,582.0,9.0,1218.3410469886576
6183,1.67,637.0,12.0,2386.039620401448
6184,2.52,772.0,18.0,7208.698502927139
6185,2.99,820.0,21.0,10945.308805106837
6186,3.6,918.0,24.0,16502.78620930718
6187,1.25,563.0,3.0,612.7362311561533
6188,1.39,581.0,9.0,1218.3410469886576
6189,1.67,636.0,12.0,2386.039620401448
6190,2.99,819.0,21.0,10945.308805106837
6191,4.55,1060.0,27.0,27140.00949485198
6192,1.39,580.0,9.0,1218.3410469886576
6193,1.67,635.0,12.0,2386.039620401448
6194,4.54,1060.0,27.0,27140.00949485198
6195,1.33,602.0,6.0,982.6901820428872
6196,1.39,580.0,9.0,1218.3410469886576
6197,2.09,701.0,15.0,4342.937684322529
6198,2.52,769.0,18.0,7208.698502927139
6199,2.99,817.0,21.0,10945.308805106837
6200,3.6,914.0,24.0,16502.78620930718
6201,1.67,633.0,12.0,2386.039620401448
6202,2.52,767.0,18.0,7208.698502927139
6203,3.6,913.0,24.0,16502.78620930718
6204,1.27,582.0,3.0,718.2309124636986
6205,1.33,602.0,6.0,989.9158451461439
6206,1.39,578.0,9.0,1218.3410469886576
6207,2.51,766.0,18.0,7208.698502927139
6208,2.99,815.0,21.0,10945.308805106837
6209,3.6,912.0,24.0,16502.78620930718
6210,4.54,1060.0,27.0,27140.00949485198
6211,1.39,577.0,9.0,1218.3410469886576
6212,1.66,632.0,12.0,2386.039620401448
6213,2.09,698.0,15.0,4342.937684322529
6214,2.51,765.0,18.0,7208.698502927139
6215,2.99,814.0,21.0,10945.308805106837
6216,3.6,911.0,24.0,16502.78620930718
6217,4.54,1060.0,27.0,27140.00949485198
6218,1.26,588.0,3.0,702.6171969753573
6219,1.33,606.0,6.0,1001.3931303072585
6220,1.39,576.0,9.0,1219.7966515848211
6221,2.51,764.0,18.0,7208.698502927139
6222,2.99,813.0,21.0,10945.308805106837
6223,3.6,910.0,24.0,16502.78620930718
6224,4.54,1060.0,27.0,27140.00949485198
6225,1.24,569.0,3.0,587.9595370948417
6226,1.33,606.0,6.0,1001.3931303072585
6227,1.39,576.0,9.0,1219.7966515848211
6228,2.09,696.0,15.0,4342.937684322529
6229,3.6,909.0,24.0,16502.78620930718
6230,4.54,1050.0,27.0,27140.00949485198
6231,1.2,540.0,3.0,440.61884164148046
6232,1.33,605.0,6.0,999.9584696621191
6233,1.39,575.0,9.0,1219.7966515848211
6234,1.66,629.0,12.0,2386.039620401448
6235,2.99,811.0,21.0,10945.308805106837
6236,4.54,1050.0,27.0,27140.00949485198
6237,1.33,604.0,6.0,989.9158451461437
6238,3.6,907.0,24.0,16502.78620930718
6239,4.54,1050.0,27.0,27140.00949485198
6240,1.14,482.0,3.0,207.81635403496483
6241,1.33,602.0,6.0,976.9934273643779
6242,1.39,573.0,9.0,1219.7966515848211
6243,1.66,627.0,12.0,2386.039620401448
6244,2.09,693.0,15.0,4342.937684322529
6245,2.51,760.0,18.0,7208.698502927139
6246,3.6,906.0,24.0,16502.78620930718
6247,4.53,1050.0,27.0,27140.00949485198
6248,1.33,600.0,6.0,969.872484016241
6249,2.51,759.0,18.0,7208.698502927139
6250,3.6,905.0,24.0,16502.78620930718
6251,4.53,1050.0,27.0,27140.00949485198
6252,1.14,469.0,3.0,196.54850838408942
6253,1.32,598.0,6.0,959.9031633288495
6254,1.39,572.0,9.0,1219.7966515848211
6255,2.09,691.0,15.0,4342.937684322529
6256,2.51,758.0,18.0,7208.698502927139
6257,3.59,904.0,24.0,16502.78620930718
6258,4.53,1050.0,27.0,27140.00949485198
6259,1.16,478.0,3.0,257.64201352089896
6260,1.66,625.0,12.0,2386.039620401448
6261,2.98,806.0,21.0,10945.308805106837
6262,3.59,903.0,24.0,16502.78620930718
6263,1.17,485.0,3.0,298.39894221347055
6264,1.32,593.0,6.0,934.2677672755567
6265,4.53,1050.0,27.0,27140.00949485198
6266,1.2,505.0,3.0,410.48049611804237
6267,1.31,590.0,6.0,917.1775032400282
6268,1.39,569.0,9.0,1219.7966515848211
6269,2.09,688.0,15.0,4342.937684322529
6270,2.51,755.0,18.0,7208.698502927139
6271,2.98,804.0,21.0,10945.308805106837
6272,3.59,901.0,24.0,16502.78620930718
6273,1.31,587.0,6.0,908.6323712222639
6274,2.09,687.0,15.0,4342.937684322529
6275,2.51,753.0,18.0,7208.698502927139
6276,3.59,900.0,24.0,16502.78620930718
6277,4.53,1050.0,27.0,27140.00949485198
6278,1.3,579.0,6.0,855.2985999398213
6279,1.66,621.0,12.0,2386.039620401448
6280,2.09,686.0,15.0,4342.937684322529
6281,2.51,752.0,18.0,7208.698502927139
6282,2.98,802.0,21.0,10945.308805106837
6283,4.53,1050.0,27.0,27140.00949485198
6284,1.27,596.0,3.0,746.5261902970308
6285,1.66,621.0,12.0,2386.039620401448
6286,2.09,686.0,15.0,4342.937684322529
6287,2.51,751.0,18.0,7208.698502927139
6288,1.12,466.0,3.0,134.12401515970905
6289,1.3,576.0,6.0,843.9888663868979
6290,1.39,566.0,9.0,1219.7966515848211
6291,2.09,685.0,15.0,4342.937684322529
6292,2.98,800.0,21.0,10945.308805106837
6293,3.59,897.0,24.0,16502.78620930718
6294,1.22,547.0,3.0,504.3512846073054
6295,1.21,515.0,6.0,439.6658918698916
6296,1.39,586.0,9.0,1218.3410469886576
6297,2.09,708.0,15.0,4342.937684322529
6298,2.52,777.0,18.0,7208.698502927139
6299,2.99,825.0,21.0,10945.308805106837
6300,4.55,1070.0,27.0,27140.00949485198
6301,1.2,528.0,3.0,406.0089625744328
6302,2.99,824.0,21.0,10945.308805106837
6303,3.61,921.0,24.0,16502.78620930718
6304,1.21,533.0,3.0,443.65571453995057
6305,1.39,584.0,9.0,1218.3410469886576
6306,1.67,639.0,12.0,2386.039620401448
6307,2.09,706.0,15.0,4342.937684322529
6308,2.99,823.0,21.0,10945.308805106837
6309,4.55,1060.0,27.0,27140.00949485198
6310,1.21,531.0,3.0,437.87518405734534
6311,1.39,583.0,9.0,1218.3410469886576
6312,1.67,638.0,12.0,2386.039620401448
6313,2.09,705.0,15.0,4342.937684322529
6314,2.99,822.0,21.0,10945.308805106837
6315,3.61,919.0,24.0,16502.78620930718
6316,4.55,1060.0,27.0,27140.00949485198
6317,1.33,612.0,6.0,975.5692386947504
6318,1.67,637.0,12.0,2386.039620401448
6319,2.09,704.0,15.0,4342.937684322529
6320,2.52,772.0,18.0,7208.698502927139
6321,2.99,821.0,21.0,10945.308805106837
6322,3.61,918.0,24.0,16502.78620930718
6323,4.55,1060.0,27.0,27140.00949485198
6324,1.23,544.0,3.0,514.4672129518644
6325,1.39,582.0,9.0,1218.3410469886576
6326,1.67,636.0,12.0,2386.039620401448
6327,2.09,703.0,15.0,4342.937684322529
6328,3.61,917.0,24.0,16502.78620930718
6329,4.55,1060.0,27.0,27140.00949485198
6330,1.33,605.0,6.0,991.360977766795
6331,1.39,581.0,9.0,1218.3410469886576
6332,1.67,636.0,12.0,2386.039620401448
6333,4.55,1060.0,27.0,27140.00949485198
6334,1.23,543.0,3.0,524.0176546187776
6335,1.33,605.0,6.0,994.2512430080976
6336,1.39,580.0,9.0,1218.3410469886576
6337,1.67,635.0,12.0,2386.039620401448
6338,2.09,701.0,15.0,4342.937684322529
6339,2.52,769.0,18.0,7208.698502927139
6340,4.55,1060.0,27.0,27140.00949485198
6341,1.39,579.0,9.0,1218.3410469886576
6342,2.09,700.0,15.0,4342.937684322529
6343,2.99,816.0,21.0,10945.308805106837
6344,3.6,914.0,24.0,16502.78620930718
6345,4.54,1060.0,27.0,27140.00949485198
6346,1.25,563.0,3.0,628.6326899833176
6347,1.34,607.0,6.0,1005.8123039733081
6348,2.52,767.0,18.0,7208.698502927139
6349,2.99,815.0,21.0,10945.308805106837
6350,4.54,1060.0,27.0,27140.00949485198
6351,1.26,569.0,3.0,660.4256076376464
6352,1.39,578.0,9.0,1218.3410469886576
6353,2.52,766.0,18.0,7208.698502927139
6354,3.6,912.0,24.0,16502.78620930718
6355,4.54,1060.0,27.0,27140.00949485198
6356,1.33,607.0,6.0,1004.2624515975372
6357,3.6,911.0,24.0,16502.78620930718
6358,1.27,590.0,3.0,733.4571648580971
6359,1.33,606.0,6.0,1001.3931303072585
6360,1.39,576.0,9.0,1218.3410469886576
6361,1.66,630.0,12.0,2386.039620401448
6362,3.6,910.0,24.0,16502.78620930718
6363,4.54,1050.0,27.0,27140.00949485198
6364,1.25,579.0,3.0,651.7233959872026
6365,1.33,606.0,6.0,1001.3931303072585
6366,1.39,575.0,9.0,1219.7966515848211
6367,1.66,630.0,12.0,2386.039620401448
6368,2.09,695.0,15.0,4342.937684322529
6369,2.51,763.0,18.0,7208.698502927139
6370,2.99,811.0,21.0,10945.308805106837
6371,4.54,1050.0,27.0,27140.00949485198
6372,1.23,560.0,3.0,545.8621955367385
6373,1.33,604.0,6.0,979.8418047036326
6374,1.39,574.0,9.0,1219.7966515848211
6375,1.66,629.0,12.0,2386.039620401448
6376,2.51,762.0,18.0,7208.698502927139
6377,2.99,810.0,21.0,10945.308805106837
6378,3.6,907.0,24.0,16502.78620930718
6379,4.54,1050.0,27.0,27140.00949485198
6380,1.66,628.0,12.0,2386.039620401448
6381,2.09,693.0,15.0,4342.937684322529
6382,2.51,760.0,18.0,7208.698502927139
6383,2.99,809.0,21.0,10945.308805106837
6384,3.6,906.0,24.0,16502.78620930718
6385,1.39,573.0,9.0,1219.7966515848211
6386,2.51,759.0,18.0,7208.698502927139
6387,2.98,808.0,21.0,10945.308805106837
6388,3.6,905.0,24.0,16502.78620930718
6389,4.54,1050.0,27.0,27140.00949485198
6390,1.14,472.0,3.0,190.84128173006798
6391,1.32,596.0,6.0,942.8128992933209
6392,1.39,572.0,9.0,1219.7966515848211
6393,2.51,758.0,18.0,7208.698502927139
6394,4.53,1050.0,27.0,27140.00949485198
6395,1.32,594.0,6.0,935.691955945184
6396,2.09,691.0,15.0,4342.937684322529
